,Unnamed: 0,cena,ulica,pokoje,powierzchnia,piętro,liczba pięter,stan wykonczenia,balkon/ogrod/taras,miejsce parkingowe,rok budowy
315,5373,0.0,Nyska,2,37.46,1,4,Do odświeżenia,True,True,1969
316,5393,0.0,Strachowicka,3,59.11,1,5,Do odświeżenia,True,True,1969
317,5399,0.0,Nyska,3,54.77,1,4,Do odświeżenia,True,True,1969
318,5407,0.0,Strachowicka,4,72.96,1,4,Do odświeżenia,True,True,1969
319,5408,0.0,Nyska,2,37.45,1,4,Do odświeżenia,True,True,1969
320,5410,0.0,Nyska,3,51.33,4,4,Do odświeżenia,True,True,1969
321,5419,0.0,Nyska,2,41.86,1,4,Do odświeżenia,True,True,1969
322,5453,0.0,Nyska,3,51.39,1,4,Do odświeżenia,True,True,1969
323,5482,0.0,Jedności Narodowej,4,86.5,4,7,Do odświeżenia,False,True,1969
324,5537,0.0,Nyska,3,54.73,1,4,Do odświeżenia,True,True,1969
325,5542,0.0,Strachowicka,4,73.07,2,4,Do odświeżenia,True,True,1969
326,5551,0.0,Nyska,2,37.39,1,4,Do odświeżenia,True,True,1969
327,5561,0.0,Strachowicka,3,64.73,1,5,Do odświeżenia,True,True,1969
328,5597,0.0,Kurkowa,2,45.22,1,5,Do odświeżenia,True,False,1969
329,5604,0.0,Nyska,3,68.61,1,4,Do odświeżenia,True,True,1969
330,5608,0.0,Nyska,2,41.89,1,4,Do odświeżenia,True,True,1969
331,5622,0.0,Gajowa,2,50.33,0,3,Do odświeżenia,True,True,1969
332,5640,0.0,Strachowicka,4,71.69,1,5,Do odświeżenia,True,True,1969
333,5641,0.0,Strachowicka,3,59.78,1,4,Do odświeżenia,True,True,1969
334,5650,0.0,Gajowa,3,48.76,3,3,Do odświeżenia,True,True,1969
335,5662,0.0,Jodłowicka,3,63.01,3,4,Do odświeżenia,True,True,1969
336,5665,0.0,Nyska,2,37.43,4,4,Do odświeżenia,True,True,1969
337,5685,0.0,Nyska,3,58.57,2,4,Do odświeżenia,True,True,1969
338,5696,0.0,Kurkowa,1,35.51,1,5,Do odświeżenia,False,False,1969
339,5698,0.0,Strachowicka,4,72.96,1,4,Do odświeżenia,True,True,1969
340,5713,0.0,Orawska,2,48.67,0,2,Do odświeżenia,True,True,1969
341,5715,0.0,Strachowicka,3,63.79,0,5,Do odświeżenia,True,True,1969
342,5718,0.0,Jedności Narodowej,4,71.3,5,7,Do odświeżenia,False,True,1969
343,5722,0.0,Gajowa,3,54.63,1,3,Do odświeżenia,True,True,1969
344,5723,0.0,Boiskowa,3,51.47,0,2,Do odświeżenia,True,True,1969
345,5726,0.0,Gajowa,2,34.95,2,3,Do odświeżenia,True,True,1969
346,5728,0.0,Orawska,4,66.35,0,2,Do odświeżenia,False,True,1969
347,5772,0.0,Orawska,4,71.34,0,2,Do odświeżenia,True,True,1969
348,5775,0.0,Gajowa,4,70.21,2,3,Do odświeżenia,True,True,1969
349,5778,0.0,Gajowa,2,46.48,0,3,Do odświeżenia,True,True,1969
350,5801,0.0,Orawska,3,56.13,0,2,Do odświeżenia,False,True,1969
351,5844,0.0,Gajowa,3,50.26,3,3,Do odświeżenia,True,True,1969
352,5886,0.0,Orawska,2,40.85,2,2,Do odświeżenia,True,True,1969
353,5905,0.0,Jedności Narodowej,4,74.3,4,7,Do odświeżenia,True,True,1969
354,5907,0.0,Orawska,3,61.76,2,2,Do odświeżenia,True,True,1969
355,5931,0.0,Gajowa,4,70.21,1,3,Do odświeżenia,True,True,1969
356,5939,0.0,Gajowa,3,64.52,0,3,Do odświeżenia,True,True,1969
357,5942,0.0,Orawska,4,85.45,0,2,Do odświeżenia,False,True,1969
358,5946,0.0,Orawska,4,75.64,2,2,Do odświeżenia,True,True,1969
359,5947,0.0,Orawska,3,61.76,2,2,Do odświeżenia,True,True,1969
360,5951,0.0,Walońska,3,66.58,8,17,Do odświeżenia,True,True,1969
361,5954,0.0,Boiskowa,2,35.78,2,2,Do odświeżenia,True,True,1969
362,5957,0.0,Orawska,2,48.41,0,2,Do odświeżenia,True,True,1969
363,5959,0.0,Gajowa,2,34.73,1,3,Do odświeżenia,True,True,1969
364,5986,0.0,Jodłowicka,3,63.01,1,4,Do odświeżenia,True,True,1969
365,5996,0.0,Romana Dmowskiego,3,69.12,5,6,Do odświeżenia,True,True,1969
366,6009,0.0,Gajowa,3,50.52,1,2,Do odświeżenia,True,True,1969
367,6014,0.0,Władysława Reymonta,3,60.04,1,8,Do odświeżenia,False,True,1969
368,6021,0.0,Konduktorska,5,89.76,0,1,Do odświeżenia,True,False,1969
369,6024,0.0,Orawska,2,48.23,0,2,Do odświeżenia,True,True,1969
370,6025,0.0,Orawska,3,61.57,0,2,Do odświeżenia,True,True,1969
371,6027,0.0,Kawalerzystów,3,64.0,1,3,Do odświeżenia,True,True,1969
372,6035,0.0,Ślężna,3,60.6,5,7,Do odświeżenia,True,True,1969
373,6037,0.0,Jedności Narodowej,4,71.3,3,7,Do odświeżenia,False,True,1969
374,6039,0.0,Gajowa,2,44.43,0,2,Do odświeżenia,True,True,1969
375,6040,0.0,Orawska,4,85.3,2,2,Do odświeżenia,True,True,1969
376,6041,0.0,Boiskowa,4,59.73,2,2,Do odświeżenia,True,True,1969
377,6042,0.0,Orawska,4,73.09,0,2,Do odświeżenia,True,True,1969
378,6043,0.0,Konduktorska,5,89.76,0,1,Do odświeżenia,True,False,1969
379,6045,0.0,Strachowicka,4,73.07,3,4,Do odświeżenia,True,True,1969
380,6054,0.0,Boiskowa,4,63.06,1,2,Do odświeżenia,True,True,1969
381,6057,0.0,Gajowa,3,50.52,0,2,Do odświeżenia,True,True,1969
382,6061,0.0,Orawska,3,61.57,0,2,Do odświeżenia,True,True,1969
383,6066,0.0,Gajowa,2,44.65,0,2,Do odświeżenia,True,True,1969
384,6076,0.0,Ślężna,3,60.54,1,7,Do odświeżenia,True,True,1969
385,6077,0.0,Orawska,2,37.25,0,2,Do odświeżenia,True,True,1969
386,6086,0.0,Gajowa,3,50.22,1,2,Do odświeżenia,True,True,1969
387,6101,0.0,Konduktorska,5,89.35,0,1,Do odświeżenia,True,False,1969
388,6106,0.0,Orawska,2,48.34,2,2,Do odświeżenia,True,True,1969
389,6109,0.0,Orawska,4,73.08,0,2,Do odświeżenia,True,True,1969
390,6118,0.0,Boiskowa,3,46.38,2,2,Do odświeżenia,True,True,1969
391,6121,0.0,Grodzieńska,3,61.68,1,2,Do odświeżenia,True,True,1969
392,6132,0.0,Konduktorska,5,97.12,1,1,Do odświeżenia,True,False,1969
393,6144,0.0,Kawalerzystów,2,41.26,3,3,Do odświeżenia,True,True,1969
394,6151,0.0,Kawalerzystów,4,101.67,3,3,Do odświeżenia,True,True,1969
395,6155,0.0,Boiskowa,2,35.08,2,2,Do odświeżenia,True,True,1969
396,6168,0.0,Konduktorska,5,97.11,1,1,Do odświeżenia,True,False,1969
397,6192,0.0,Konduktorska,5,89.76,0,1,Do odświeżenia,True,False,1969
398,6195,0.0,Gajowa,2,48.93,1,3,Do odświeżenia,True,True,1969
399,6202,0.0,Grodzieńska,1,37.25,0,2,Do odświeżenia,True,True,1969
400,6211,0.0,Gajowa,2,65.22,3,3,Do odświeżenia,True,True,1969
401,6222,0.0,Walońska,2,43.05,6,14,Do odświeżenia,True,True,1969
402,6226,0.0,Gajowa,3,82.54,0,3,Do odświeżenia,True,True,1969
403,6228,0.0,Boiskowa,3,51.45,2,2,Do odświeżenia,True,True,1969
404,6229,0.0,Gajowa,3,91.41,3,3,Do odświeżenia,True,True,1969
405,6239,0.0,Jeździecka 15,3,66.34,1,6,Do odświeżenia,True,True,1969
406,6243,0.0,Jeździecka 15,3,61.62,1,6,Do odświeżenia,True,True,1969
407,6259,0.0,Jeździecka 15,4,111.58,6,6,Do odświeżenia,True,True,1969
408,6270,0.0,Jeździecka 15,2,38.06,1,6,Do odświeżenia,True,True,1969
409,6271,0.0,Jeździecka 15,4,111.69,6,6,Do odświeżenia,True,True,1969
410,6272,0.0,Kawalerzystów,2,40.43,3,3,Do odświeżenia,True,True,1969
411,6273,0.0,Jeździecka 15,2,38.06,1,6,Do odświeżenia,True,True,1969
412,6279,0.0,Gajowa,3,104.21,3,3,Do odświeżenia,True,True,1969
413,6305,0.0,Gajowa,2,39.76,2,3,Do odświeżenia,True,True,1969
414,6315,0.0,Gajowa,2,47.81,2,3,Do odświeżenia,True,True,1969
415,6323,0.0,Gajowa,3,49.71,3,3,Do odświeżenia,True,True,1969
416,6329,0.0,Walońska,2,41.17,3,17,Do odświeżenia,True,True,1969
417,6332,0.0,Jeździecka 15,3,53.31,2,6,Do odświeżenia,True,True,1969
418,6335,0.0,Jeździecka 15,4,79.25,6,6,Do odświeżenia,True,True,1969
419,6337,0.0,Konduktorska,5,97.54,1,1,Do odświeżenia,True,False,1969
420,6340,0.0,Grodzieńska,3,60.45,0,2,Do remontu,True,True,1969
421,6343,0.0,Boiskowa,3,46.41,2,2,Do odświeżenia,True,True,1969
422,6346,0.0,Jeździecka 15,2,38.06,1,6,Do odświeżenia,True,True,1969
423,6354,0.0,Gajowa,3,50.32,2,3,Do odświeżenia,True,True,1969
424,6357,0.0,Jeździecka 15,4,74.19,6,6,Do odświeżenia,True,True,1969
425,6362,0.0,Konduktorska,5,97.54,1,1,Do odświeżenia,True,False,1969
426,6365,0.0,Jeździecka 15,3,67.19,1,6,Do odświeżenia,True,True,1969
427,6369,0.0,Jeździecka 15,2,38.06,1,6,Do odświeżenia,True,True,1969
428,6370,0.0,Jeździecka 15,3,62.88,1,6,Do odświeżenia,True,True,1969
429,6371,0.0,Gajowa,3,101.55,3,3,Do odświeżenia,True,True,1969
430,6373,0.0,Jeździecka 15,4,107.12,6,6,Do odświeżenia,True,True,1969
431,6375,0.0,Gajowa,2,37.64,2,3,Do odświeżenia,True,True,1969
432,6378,0.0,Jeździecka 15,2,38.15,1,6,Do odświeżenia,True,True,1969
433,6394,0.0,Grodzieńska,3,64.38,0,2,Do odświeżenia,True,True,1969
434,6396,0.0,Gajowa,3,50.13,3,3,Do odświeżenia,True,True,1969
435,6399,0.0,Grodzieńska,3,61.68,0,2,Do odświeżenia,True,True,1969
436,6417,0.0,Gajowa,3,54.87,0,3,Do odświeżenia,True,True,1969
437,6439,0.0,Romana Dmowskiego,2,53.04,4,6,Do odświeżenia,True,True,1969
438,6452,0.0,Zamkowa,2,35.43,1,5,Do odświeżenia,False,False,1969
439,6455,0.0,Opolska / ul. Turawska,3,55.44,2,3,Do odświeżenia,False,True,1969
440,6457,0.0,Zamkowa,2,42.37,1,5,Do odświeżenia,False,False,1969
441,6471,0.0,Kawalerzystów,2,43.08,0,2,Do odświeżenia,True,True,1969
442,6478,0.0,Konduktorska,5,89.76,0,1,Do odświeżenia,True,False,1969
443,6487,0.0,Konduktorska,5,97.48,1,1,Do odświeżenia,True,False,1969
444,6494,0.0,Zamkowa,2,32.75,1,5,Do odświeżenia,True,False,1969
445,6497,0.0,Lawendowa / ul. Melisowa,4,72.47,0,2,Do odświeżenia,False,True,1969
446,6502,0.0,Opolska / ul. Turawska,3,56.53,2,3,Do odświeżenia,False,True,1969
447,6512,0.0,Lawendowa / ul. Melisowa,3,54.91,0,2,Do odświeżenia,False,True,1969
448,6521,0.0,Zamkowa,1,26.32,1,5,Do odświeżenia,True,False,1969
449,6527,0.0,Konduktorska,5,97.48,1,1,Do odświeżenia,True,False,1969
450,6539,0.0,Opolska / ul. Turawska,3,56.53,1,3,Do odświeżenia,False,True,1969
451,6557,0.0,Lawendowa / ul. Melisowa,3,51.65,0,2,Do odświeżenia,False,True,1969
452,6571,0.0,Zamkowa,2,37.44,1,5,Do odświeżenia,True,False,1969
453,6572,0.0,gen. Władysława Sikorskiego,3,52.02,10,23,Do remontu,True,True,1969
454,6580,0.0,Opolska / ul. Turawska,3,55.44,1,3,Do odświeżenia,False,True,1969
455,6600,0.0,Kawalerzystów,2,44.18,0,3,Do odświeżenia,True,True,1969
456,6605,0.0,Konduktorska,5,89.76,0,1,Do odświeżenia,True,False,1969
457,6606,0.0,Lawendowa / ul. Melisowa,3,54.9,0,2,Do odświeżenia,False,True,1969
458,6610,0.0,Zamkowa,2,42.37,3,3,Do odświeżenia,False,False,1969
459,6616,0.0,Opolska / ul. Turawska,2,44.14,1,3,Do odświeżenia,False,True,1969
460,6623,0.0,gen. Władysława Sikorskiego,2,46.21,10,23,Do remontu,False,True,1969
461,6657,0.0,Strachowicka,3,65.39,2,5,Do odświeżenia,True,True,1969
462,6675,0.0,Gajowa,2,42.93,0,2,Do odświeżenia,True,True,1969
463,6708,0.0,Lawendowa / ul. Melisowa,3,60.16,2,2,Do odświeżenia,False,True,1969
464,6711,0.0,Lawendowa / ul. Melisowa,3,60.16,0,2,Do odświeżenia,False,True,1969
465,6712,0.0,Lawendowa / ul. Melisowa,2,42.2,0,2,Do odświeżenia,False,True,1969
466,6714,0.0,Lawendowa / ul. Melisowa,3,60.89,0,2,Do odświeżenia,False,True,1969
467,6715,0.0,Lawendowa / ul. Melisowa,3,60.16,1,2,Do odświeżenia,False,True,1969
468,6722,0.0,Gajowa,2,42.93,0,2,Do odświeżenia,True,True,1969
469,6724,0.0,Strachowicka,3,67.75,1,4,Do odświeżenia,True,True,1969
470,6726,0.0,Lawendowa / ul. Melisowa,4,70.43,1,2,Do odświeżenia,False,True,1969
471,6727,0.0,Lawendowa / ul. Melisowa,2,42.21,2,2,Do odświeżenia,False,True,1969
472,6729,0.0,Lawendowa / ul. Melisowa,3,62.48,0,2,Do odświeżenia,False,True,1969
473,6733,0.0,Gajowa,3,47.8,1,2,Do odświeżenia,True,True,1969
474,6735,0.0,Lawendowa / ul. Melisowa,4,70.44,2,2,Do odświeżenia,False,True,1969
475,6743,0.0,Gajowa,2,43.0,0,2,Do odświeżenia,True,True,1969
476,6744,0.0,Lawendowa / ul. Melisowa,4,68.61,1,2,Do odświeżenia,False,True,1969
477,6745,0.0,Lawendowa / ul. Melisowa,3,60.16,1,2,Do odświeżenia,False,True,1969
478,6746,0.0,Lawendowa / ul. Melisowa,4,68.61,2,2,Do odświeżenia,False,True,1969
479,6747,0.0,Lawendowa / ul. Melisowa,4,70.44,2,2,Do odświeżenia,False,True,1969
480,6748,0.0,Lawendowa / ul. Melisowa,3,60.16,2,2,Do odświeżenia,False,True,1969
481,6749,0.0,Lawendowa / ul. Melisowa,4,68.61,1,2,Do odświeżenia,False,True,1969
482,6750,0.0,Lawendowa / ul. Melisowa,4,70.43,1,2,Do odświeżenia,False,True,1969
483,6751,0.0,Lawendowa / ul. Melisowa,2,42.22,0,2,Do odświeżenia,False,True,1969
484,6752,0.0,Lawendowa / ul. Melisowa,3,60.19,2,2,Do odświeżenia,False,True,1969
485,6753,0.0,Lawendowa / ul. Melisowa,2,42.29,0,2,Do odświeżenia,False,True,1969
486,6754,0.0,Lawendowa / ul. Melisowa,2,42.2,0,2,Do odświeżenia,False,True,1969
487,6755,0.0,Lawendowa / ul. Melisowa,2,42.24,1,2,Do odświeżenia,False,True,1969
488,6756,0.0,Lawendowa / ul. Melisowa,4,68.56,2,2,Do odświeżenia,False,True,1969
489,6758,0.0,Lawendowa / ul. Melisowa,3,60.64,0,2,Do odświeżenia,False,True,1969
490,6759,0.0,Lawendowa / ul. Melisowa,4,68.56,2,2,Do odświeżenia,False,True,1969
